Category;AUSPRAEGUNG;Year;Month;value;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Fluchtunfälle;Verletzte und Getötete;2005;200511;27;46;-50;-41.3;45
Fluchtunfälle;Verletzte und Getötete;2005;200512;32;45;18.52;-28.89;44
Fluchtunfälle;Verletzte und Getötete;2004;Summe;542;562;;-3.56;
Fluchtunfälle;Verletzte und Getötete;2004;200401;33;21;-57.69;57.14;48
Fluchtunfälle;Verletzte und Getötete;2004;200402;31;20;-6.06;55;49
Fluchtunfälle;Verletzte und Getötete;2004;200403;20;44;-35.48;-54.55;47
Fluchtunfälle;Verletzte und Getötete;2004;200404;39;30;95;30;48
Fluchtunfälle;Verletzte und Getötete;2004;200405;41;56;Mai 13;-26.79;46
Fluchtunfälle;Verletzte und Getötete;2004;200406;53;81;29.27;-34.57;44
Fluchtunfälle;Verletzte und Getötete;2004;200407;83;35;56.6;137.14;48
Fluchtunfälle;Verletzte und Getötete;2004;200408;48;41;-42.17;17. Jul;49
Fluchtunfälle;Verletzte und Getötete;2004;200409;63;50;31.25;26;50
Fluchtunfälle;Verletzte und Getötete;2004;200410;40;47;-36.51;-14.89;49
Fluchtunfälle;Verletzte und Getötete;2004;200411;46;59;15;-22.03;48
Fluchtunfälle;Verletzte und Getötete;2004;200412;45;78;-2.17;-42.31;45
Fluchtunfälle;Verletzte und Getötete;2003;Summe;562;628;;-10.51;
Fluchtunfälle;Verletzte und Getötete;2003;200301;21;36;-44.74;-41.67;51
Fluchtunfälle;Verletzte und Getötete;2003;200302;20;33;-4.76;-39.39;50
Fluchtunfälle;Verletzte und Getötete;2003;200303;44;39;120;Dez 82;50
Fluchtunfälle;Verletzte und Getötete;2003;200304;30;37;-31.82;-18.92;50
Fluchtunfälle;Verletzte und Getötete;2003;200305;56;73;86.67;-23.29;48
Fluchtunfälle;Verletzte und Getötete;2003;200306;81;74;44.64;Sep 46;49
Fluchtunfälle;Verletzte und Getötete;2003;200307;35;72;-56.79;-51.39;46
Fluchtunfälle;Verletzte und Getötete;2003;200308;41;50;17.14;-18;45
Fluchtunfälle;Verletzte und Getötete;2003;200309;50;77;21.95;-35.06;43
Fluchtunfälle;Verletzte und Getötete;2003;200310;47;49;-6;-4.08;43
Fluchtunfälle;Verletzte und Getötete;2003;200311;59;50;25.53;18;44
Fluchtunfälle;Verletzte und Getötete;2003;200312;78;38;32.2;105.26;47
Fluchtunfälle;Verletzte und Getötete;2002;Summe;628;687;;-8.59;
Fluchtunfälle;Verletzte und Getötete;2002;200201;36;44;-7.69;-18.18;57
Fluchtunfälle;Verletzte und Getötete;2002;200202;33;51;-8.33;-35.29;55
Fluchtunfälle;Verletzte und Getötete;2002;200203;39;43;18.18;-9.3;55
Fluchtunfälle;Verletzte und Getötete;2002;200204;37;68;-5.13;-45.59;52
Fluchtunfälle;Verletzte und Getötete;2002;200205;73;67;97.3;Aug 96;53
Fluchtunfälle;Verletzte und Getötete;2002;200206;74;78;Jan 37;-5.13;52
Fluchtunfälle;Verletzte und Getötete;2002;200207;72;83;-2.7;-13.25;51
Fluchtunfälle;Verletzte und Getötete;2002;200208;50;57;-30.56;-12.28;51
Fluchtunfälle;Verletzte und Getötete;2002;200209;77;40;54;92.5;54
Fluchtunfälle;Verletzte und Getötete;2002;200210;49;85;-36.36;-42.35;51
Fluchtunfälle;Verletzte und Getötete;2002;200211;50;32;02. Apr;56.25;52
Fluchtunfälle;Verletzte und Getötete;2002;200212;38;39;-24;-2.56;52
Fluchtunfälle;Verletzte und Getötete;2001;Summe;687;658;;Apr 41;
Fluchtunfälle;Verletzte und Getötete;2001;200101;44;34;-2.22;29.41;56
Fluchtunfälle;Verletzte und Getötete;2001;200102;51;35;15.91;45.71;57
Fluchtunfälle;Verletzte und Getötete;2001;200103;43;48;-15.69;-10.42;57
Fluchtunfälle;Verletzte und Getötete;2001;200104;68;57;58.14;19. Mrz;58
Fluchtunfälle;Verletzte und Getötete;2001;200105;67;69;-1.47;-2.9;57
Fluchtunfälle;Verletzte und Getötete;2001;200106;78;58;16.42;34.48;59
Fluchtunfälle;Verletzte und Getötete;2001;200107;83;67;Jun 41;23.88;60
Fluchtunfälle;Verletzte und Getötete;2001;200108;57;74;-31.33;-22.97;59
Fluchtunfälle;Verletzte und Getötete;2001;200109;40;68;-29.82;-41.18;57
Fluchtunfälle;Verletzte und Getötete;2001;200110;85;47;112.5;80.85;60
Fluchtunfälle;Verletzte und Getötete;2001;200111;32;56;-62.35;-42.86;58
Fluchtunfälle;Verletzte und Getötete;2001;200112;39;45;21.88;-13.33;57
Fluchtunfälle;Verletzte und Getötete;2000;Summe;658;;;;
Fluchtunfälle;Verletzte und Getötete;2000;200001;34;;;;34
Fluchtunfälle;Verletzte und Getötete;2000;200002;35;;Feb 94;;35
Fluchtunfälle;Verletzte und Getötete;2000;200003;48;;37.14;;39
Fluchtunfälle;Verletzte und Getötete;2000;200004;57;;18.75;;44
Fluchtunfälle;Verletzte und Getötete;2000;200005;69;;21. Mai;;49
Fluchtunfälle;Verletzte und Getötete;2000;200006;58;;-15.94;;50
Fluchtunfälle;Verletzte und Getötete;2000;200007;67;;15.52;;53
Fluchtunfälle;Verletzte und Getötete;2000;200008;74;;Okt 45;;55
Fluchtunfälle;Verletzte und Getötete;2000;200009;68;;-8.11;;57
Fluchtunfälle;Verletzte und Getötete;2000;200010;47;;-30.88;;56
Fluchtunfälle;Verletzte und Getötete;2000;200011;56;;19.15;;56
Fluchtunfälle;Verletzte und Getötete;2000;200012;45;;-19.64;;55
Verkehrsunfälle;insgesamt;2021;202101;;3139;;;
Verkehrsunfälle;insgesamt;2021;202102;;3271;;;
Verkehrsunfälle;insgesamt;2021;202103;;2825;;;
Verkehrsunfälle;insgesamt;2021;202104;;2251;;;
Verkehrsunfälle;insgesamt;2021;202105;;3193;;;
Verkehrsunfälle;insgesamt;2021;202106;;3380;;;
Verkehrsunfälle;insgesamt;2021;202107;;4031;;;
Verkehrsunfälle;insgesamt;2021;202108;;3007;;;
Verkehrsunfälle;insgesamt;2021;202109;;3659;;;
Verkehrsunfälle;insgesamt;2021;202110;;3867;;;
Verkehrsunfälle;insgesamt;2021;202111;;3150;;;
Verkehrsunfälle;insgesamt;2021;202112;;2661;;;
Verkehrsunfälle;insgesamt;2020;Summe;38434;46010;;-16.47;
Verkehrsunfälle;insgesamt;2020;202001;3139;3440;-9.33;-8.75;3809
Verkehrsunfälle;insgesamt;2020;202002;3271;3442;Apr 21;-4.97;3795
Verkehrsunfälle;insgesamt;2020;202003;2825;3940;-13.63;-28.3;3702
Verkehrsunfälle;insgesamt;2020;202004;2251;3781;-20.32;-40.47;3574
Verkehrsunfälle;insgesamt;2020;202005;3193;4046;41.85;-21.08;3503
Verkehrsunfälle;insgesamt;2020;202006;3380;3727;Mai 86;-9.31;3474
Verkehrsunfälle;insgesamt;2020;202007;4031;4763;19.26;-15.37;3413
Verkehrsunfälle;insgesamt;2020;202008;3007;3214;-25.4;-6.44;3396
Verkehrsunfälle;insgesamt;2020;202009;3659;4042;21.68;-9.48;3364
Verkehrsunfälle;insgesamt;2020;202010;3867;4348;Mai 68;-11.06;3324
Verkehrsunfälle;insgesamt;2020;202011;3150;3805;-18.54;-17.21;3270
Verkehrsunfälle;insgesamt;2020;202012;2661;3462;-15.52;-23.14;3203
Verkehrsunfälle;insgesamt;2019;Summe;46010;46408;;-0.86;
Verkehrsunfälle;insgesamt;2019;201901;3440;3328;-3.1;Mrz 37;3877
Verkehrsunfälle;insgesamt;2019;201902;3442;3109;0.06;Okt 71;3904
Verkehrsunfälle;insgesamt;2019;201903;3940;3796;14.47;Mrz 79;3916
Verkehrsunfälle;insgesamt;2019;201904;3781;4016;-4.04;-5.85;3897
Verkehrsunfälle;insgesamt;2019;201905;4046;3953;07. Jan;Feb 35;3905
Verkehrsunfälle;insgesamt;2019;201906;3727;4284;-7.88;-13;3858
Verkehrsunfälle;insgesamt;2019;201907;4763;4547;27. Aug;Apr 75;3876
Verkehrsunfälle;insgesamt;2019;201908;3214;3206;-32.52;0.25;3877
Verkehrsunfälle;insgesamt;2019;201909;4042;4124;25.76;-1.99;3870
Verkehrsunfälle;insgesamt;2019;201910;4348;4468;Jul 57;-2.69;3860
Verkehrsunfälle;insgesamt;2019;201911;3805;4027;-12.49;-5.51;3842
Verkehrsunfälle;insgesamt;2019;201912;3462;3550;-9.01;-2.48;3834
Verkehrsunfälle;insgesamt;2018;Summe;46408;45454;;02. Jan;
Verkehrsunfälle;insgesamt;2018;201801;3328;3320;-4.75;0.24;3789
Verkehrsunfälle;insgesamt;2018;201802;3109;3223;-6.58;-3.54;3779
Verkehrsunfälle;insgesamt;2018;201803;3796;4106;22. Jan;-7.55;3753
Verkehrsunfälle;insgesamt;2018;201804;4016;3533;05. Aug;13.67;3793
Verkehrsunfälle;insgesamt;2018;201805;3953;4314;-1.57;-8.37;3763
Verkehrsunfälle;insgesamt;2018;201806;4284;3818;Aug 37;Dez 21;3802
Verkehrsunfälle;insgesamt;2018;201807;4547;4355;Jun 14;Apr 41;3818
Verkehrsunfälle;insgesamt;2018;201808;3206;3267;-29.49;-1.87;3813
Verkehrsunfälle;insgesamt;2018;201809;4124;4017;28.63;Feb 66;3822
Verkehrsunfälle;insgesamt;2018;201810;4468;4198;Aug 34;Jun 43;3845
Verkehrsunfälle;insgesamt;2018;201811;4027;3809;-9.87;Mai 72;3863
Verkehrsunfälle;insgesamt;2018;201812;3550;3494;-11.85;01. Jun;3867
Verkehrsunfälle;insgesamt;2017;Summe;45454;46797;;-2.87;
Verkehrsunfälle;insgesamt;2017;201701;3320;3297;-10.27;0.7;3902
Verkehrsunfälle;insgesamt;2017;201702;3223;3383;-2.92;-4.73;3888
Verkehrsunfälle;insgesamt;2017;201703;4106;3653;27. Apr;12. Apr;3926
Verkehrsunfälle;insgesamt;2017;201704;3533;4209;-13.96;-16.06;3870
Verkehrsunfälle;insgesamt;2017;201705;4314;3833;22. Nov;Dez 55;3910
Verkehrsunfälle;insgesamt;2017;201706;3818;4260;-11.5;-10.38;3873
Verkehrsunfälle;insgesamt;2017;201707;4355;4478;14. Jun;-2.75;3863
Verkehrsunfälle;insgesamt;2017;201708;3267;3400;-24.98;-3.91;3852
Verkehrsunfälle;insgesamt;2017;201709;4017;4289;22.96;-6.34;3829
Verkehrsunfälle;insgesamt;2017;201710;4198;4297;Apr 51;-2.3;3821
Verkehrsunfälle;insgesamt;2017;201711;3809;3998;-9.27;-4.73;3805
Verkehrsunfälle;insgesamt;2017;201712;3494;3700;-8.27;-5.57;3788
Verkehrsunfälle;insgesamt;2016;Summe;46797;46635;;0.35;
Verkehrsunfälle;insgesamt;2016;201601;3297;3326;-14.63;-0.87;3884
Verkehrsunfälle;insgesamt;2016;201602;3383;3090;Feb 61;Sep 48;3908
Verkehrsunfälle;insgesamt;2016;201603;3653;3888;Jul 98;-6.04;3889
Verkehrsunfälle;insgesamt;2016;201604;4209;4022;15.22;Apr 65;3904
Verkehrsunfälle;insgesamt;2016;201605;3833;3915;-8.93;-2.09;3897
Verkehrsunfälle;insgesamt;2016;201606;4260;3898;Nov 14;Sep 29;3928
Verkehrsunfälle;insgesamt;2016;201607;4478;4729;05. Dez;-5.31;3907
Verkehrsunfälle;insgesamt;2016;201608;3400;3431;-24.07;-0.9;3904
Verkehrsunfälle;insgesamt;2016;201609;4289;4015;26.15;Jun 82;3927
Verkehrsunfälle;insgesamt;2016;201610;4297;4467;0.19;-3.81;3913
Verkehrsunfälle;insgesamt;2016;201611;3998;3992;-6.96;0.15;3913
Verkehrsunfälle;insgesamt;2016;201612;3700;3862;-7.45;-4.19;3900
Verkehrsunfälle;insgesamt;2015;Summe;46635;46804;;-0.36;
Verkehrsunfälle;insgesamt;2015;201501;3326;3410;-15.13;-2.46;3893
Verkehrsunfälle;insgesamt;2015;201502;3090;3315;-7.1;-6.79;3875
Verkehrsunfälle;insgesamt;2015;201503;3888;4027;25.83;-3.45;3863
Verkehrsunfälle;insgesamt;2015;201504;4022;3840;Mrz 45;Apr 74;3878
Verkehrsunfälle;insgesamt;2015;201505;3915;4346;-2.66;-9.92;3842
Verkehrsunfälle;insgesamt;2015;201506;3898;3833;-0.43;01. Jul;3848
Verkehrsunfälle;insgesamt;2015;201507;4729;4443;21.32;Jun 44;3872
Verkehrsunfälle;insgesamt;2015;201508;3431;3379;-27.45;Jan 54;3876
Verkehrsunfälle;insgesamt;2015;201509;4015;4137;17. Feb;-2.95;3866
Verkehrsunfälle;insgesamt;2015;201510;4467;4251;Nov 26;05. Aug;3884
Verkehrsunfälle;insgesamt;2015;201511;3992;3904;-10.63;Feb 25;3891
Verkehrsunfälle;insgesamt;2015;201512;3862;3919;-3.26;-1.45;3886
Verkehrsunfälle;insgesamt;2014;Summe;46804;46988;;-0.39;
Verkehrsunfälle;insgesamt;2014;201401;3410;3316;-9.4;Feb 83;3924
Verkehrsunfälle;insgesamt;2014;201402;3315;3467;-2.79;-4.38;3911
Verkehrsunfälle;insgesamt;2014;201403;4027;3712;21.48;Aug 49;3937
Verkehrsunfälle;insgesamt;2014;201404;3840;4008;-4.64;-4.19;3923
Verkehrsunfälle;insgesamt;2014;201405;4346;3703;13.18;17.36;3977
Verkehrsunfälle;insgesamt;2014;201406;3833;4284;-11.8;-10.53;3939
Verkehrsunfälle;insgesamt;2014;201407;4443;4641;15.91;-4.27;3923
Verkehrsunfälle;insgesamt;2014;201408;3379;3387;-23.95;-0.24;3922
Verkehrsunfälle;insgesamt;2014;201409;4137;4130;22.43;0.17;3923
Verkehrsunfälle;insgesamt;2014;201410;4251;4533;Feb 76;-6.22;3899
Verkehrsunfälle;insgesamt;2014;201411;3904;4043;-8.16;-3.44;3887
Verkehrsunfälle;insgesamt;2014;201412;3919;3764;0.38;04. Dez;3900
Verkehrsunfälle;insgesamt;2013;Summe;46988;44891;;Apr 67;
Verkehrsunfälle;insgesamt;2013;201301;3316;3176;-2.33;Apr 41;3753
Verkehrsunfälle;insgesamt;2013;201302;3467;3102;Apr 55;Nov 77;3783
Verkehrsunfälle;insgesamt;2013;201303;3712;3739;07. Jul;-0.72;3781
Verkehrsunfälle;insgesamt;2013;201304;4008;3667;Jul 97;09. Mrz;3809
Verkehrsunfälle;insgesamt;2013;201305;3703;4114;-7.61;-9.99;3775
Verkehrsunfälle;insgesamt;2013;201306;4284;4018;15.69;Jun 62;3797
Verkehrsunfälle;insgesamt;2013;201307;4641;4281;Aug 33;Aug 41;3827
Verkehrsunfälle;insgesamt;2013;201308;3387;3452;-27.02;-1.88;3822
Verkehrsunfälle;insgesamt;2013;201309;4130;3962;21.94;Apr 24;3836
Verkehrsunfälle;insgesamt;2013;201310;4533;4146;Sep 76;Sep 33;3868
Verkehrsunfälle;insgesamt;2013;201311;4043;3839;-10.81;Mai 31;3885
Verkehrsunfälle;insgesamt;2013;201312;3764;3395;-6.9;Okt 87;3916
Verkehrsunfälle;insgesamt;2012;Summe;44891;42114;;Jun 59;
Verkehrsunfälle;insgesamt;2012;201201;3176;2775;-9.41;14.45;3543
Verkehrsunfälle;insgesamt;2012;201202;3102;2903;-2.33;Jun 85;3560
Verkehrsunfälle;insgesamt;2012;201203;3739;3523;20.54;Jun 13;3578
Verkehrsunfälle;insgesamt;2012;201204;3667;3529;-1.93;Mrz 91;3589
Verkehrsunfälle;insgesamt;2012;201205;4114;4143;Dez 19;-0.7;3587
Verkehrsunfälle;insgesamt;2012;201206;4018;3212;-2.33;25. Sep;3654
Verkehrsunfälle;insgesamt;2012;201207;4281;4074;Jun 55;05. Aug;3671
Verkehrsunfälle;insgesamt;2012;201208;3452;3322;-19.36;Mrz 91;3682
Verkehrsunfälle;insgesamt;2012;201209;3962;3730;14.77;Jun 22;3701
Verkehrsunfälle;insgesamt;2012;201210;4146;3830;Apr 64;Aug 25;3728
Verkehrsunfälle;insgesamt;2012;201211;3839;3567;-7.4;Jul 63;3750
Verkehrsunfälle;insgesamt;2012;201212;3395;3506;-11.57;-3.17;3741
Verkehrsunfälle;insgesamt;2011;Summe;42114;37884;;Nov 17;
Verkehrsunfälle;insgesamt;2011;201101;2775;2346;-18.69;18.29;3193
Verkehrsunfälle;insgesamt;2011;201102;2903;2539;Apr 61;14.34;3223
Verkehrsunfälle;insgesamt;2011;201103;3523;3309;21.36;Jun 47;3241
Verkehrsunfälle;insgesamt;2011;201104;3529;3202;0.17;Okt 21;3268
Verkehrsunfälle;insgesamt;2011;201105;4143;2974;17. Apr;39.31;3366
Verkehrsunfälle;insgesamt;2011;201106;3212;3193;-22.47;0.6;3367
Verkehrsunfälle;insgesamt;2011;201107;4074;3712;26.84;Sep 75;3397
Verkehrsunfälle;insgesamt;2011;201108;3322;2843;-18.46;16.85;3437
Verkehrsunfälle;insgesamt;2011;201109;3730;3524;Dez 28;Mai 85;3454
Verkehrsunfälle;insgesamt;2011;201110;3830;3500;Feb 68;Sep 43;3482
Verkehrsunfälle;insgesamt;2011;201111;3567;3329;-6.87;Jul 15;3502
Verkehrsunfälle;insgesamt;2011;201112;3506;3413;-1.71;Feb 72;3510
Verkehrsunfälle;insgesamt;2010;Summe;37884;37461;;Jan 13;
Verkehrsunfälle;insgesamt;2010;201001;2346;2482;-26.73;-5.48;3110
Verkehrsunfälle;insgesamt;2010;201002;2539;3480;Aug 23;-27.04;3032
Verkehrsunfälle;insgesamt;2010;201003;3309;2744;30.33;20.59;3079
Verkehrsunfälle;insgesamt;2010;201004;3202;2953;-3.23;Aug 43;3100
Verkehrsunfälle;insgesamt;2010;201005;2974;3240;-7.12;-8.21;3078
Verkehrsunfälle;insgesamt;2010;201006;3193;2876;Jul 36;11. Feb;3104
Verkehrsunfälle;insgesamt;2010;201007;3712;3622;16.25;Feb 48;3112
Verkehrsunfälle;insgesamt;2010;201008;2843;2749;-23.41;Mrz 42;3119
Verkehrsunfälle;insgesamt;2010;201009;3524;3252;23.95;Aug 36;3142
Verkehrsunfälle;insgesamt;2010;201010;3500;3567;-0.68;-1.88;3137
Verkehrsunfälle;insgesamt;2010;201011;3329;3294;-4.89;01. Jun;3139
Verkehrsunfälle;insgesamt;2010;201012;3413;3202;Feb 52;Jun 59;3157
Verkehrsunfälle;insgesamt;2009;Summe;37461;38362;;-2.35;
Verkehrsunfälle;insgesamt;2009;200901;2482;2945;-14.06;-15.72;3158
Verkehrsunfälle;insgesamt;2009;200902;3480;3171;40.21;Sep 74;3184
Verkehrsunfälle;insgesamt;2009;200903;2744;2910;-21.15;-5.7;3170
Verkehrsunfälle;insgesamt;2009;200904;2953;3339;Jul 62;-11.56;3138
Verkehrsunfälle;insgesamt;2009;200905;3240;3428;Sep 72;-5.48;3122
Verkehrsunfälle;insgesamt;2009;200906;2876;3374;-11.23;-14.76;3081
Verkehrsunfälle;insgesamt;2009;200907;3622;3500;25.94;Mrz 49;3091
Verkehrsunfälle;insgesamt;2009;200908;2749;2870;-24.1;-4.22;3081
Verkehrsunfälle;insgesamt;2009;200909;3252;3271;18. Mrz;-0.58;3079
Verkehrsunfälle;insgesamt;2009;200910;3567;3683;Sep 69;-3.15;3070
Verkehrsunfälle;insgesamt;2009;200911;3294;2983;-7.65;Okt 43;3096
Verkehrsunfälle;insgesamt;2009;200912;3202;2888;-2.79;Okt 87;3122
Verkehrsunfälle;insgesamt;2008;Summe;38362;38562;;-0.52;
Verkehrsunfälle;insgesamt;2008;200801;2945;2735;-7.51;Jul 68;3231
Verkehrsunfälle;insgesamt;2008;200802;3171;2643;Jul 67;19.98;3275
Verkehrsunfälle;insgesamt;2008;200803;2910;2836;-8.23;Feb 61;3281
Verkehrsunfälle;insgesamt;2008;200804;3339;3292;14.74;Jan 43;3285
Verkehrsunfälle;insgesamt;2008;200805;3428;3529;Feb 67;-2.86;3277
Verkehrsunfälle;insgesamt;2008;200806;3374;3225;-1.58;Apr 62;3289
Verkehrsunfälle;insgesamt;2008;200807;3500;3622;Mrz 73;-3.37;3279
Verkehrsunfälle;insgesamt;2008;200808;2870;2943;-18;-2.48;3273
Verkehrsunfälle;insgesamt;2008;200809;3271;3414;13.97;-4.19;3261
Verkehrsunfälle;insgesamt;2008;200810;3683;3695;12. Jun;-0.32;3260
Verkehrsunfälle;insgesamt;2008;200811;2983;3444;-19.01;-13.39;3222
Verkehrsunfälle;insgesamt;2008;200812;2888;3184;-3.18;-9.3;3197
Verkehrsunfälle;insgesamt;2007;Summe;38562;38333;;0.6;
Verkehrsunfälle;insgesamt;2007;200701;2735;2893;-20.01;-5.46;3181
Verkehrsunfälle;insgesamt;2007;200702;2643;2901;-3.36;-8.89;3160
Verkehrsunfälle;insgesamt;2007;200703;2836;4165;07. Mrz;-31.91;3049
Verkehrsunfälle;insgesamt;2007;200704;3292;2874;16. Aug;14.54;3084
Verkehrsunfälle;insgesamt;2007;200705;3529;3032;07. Feb;16.39;3125
Verkehrsunfälle;insgesamt;2007;200706;3225;2853;-8.61;13. Apr;3156
Verkehrsunfälle;insgesamt;2007;200707;3622;3611;Dez 31;0.3;3157
Verkehrsunfälle;insgesamt;2007;200708;2943;2993;-18.75;-1.67;3153
Verkehrsunfälle;insgesamt;2007;200709;3414;3233;16;05. Jun;3168
Verkehrsunfälle;insgesamt;2007;200710;3695;3286;Aug 23;Dez 45;3202
Verkehrsunfälle;insgesamt;2007;200711;3444;3073;-6.79;12. Jul;3233
Verkehrsunfälle;insgesamt;2007;200712;3184;3419;-7.55;-6.87;3214
Verkehrsunfälle;insgesamt;2006;Summe;38333;40723;;-5.87;
Verkehrsunfälle;insgesamt;2006;200601;2893;2788;-18.48;Mrz 77;3402
Verkehrsunfälle;insgesamt;2006;200602;2901;3461;0.28;-16.18;3356
Verkehrsunfälle;insgesamt;2006;200603;4165;3560;43.57;16.99;3406
Verkehrsunfälle;insgesamt;2006;200604;2874;3320;-31;-13.43;3369
Verkehrsunfälle;insgesamt;2006;200605;3032;3321;05. Mai;-8.7;3345
Verkehrsunfälle;insgesamt;2006;200606;2853;3499;-5.9;-18.46;3291
Verkehrsunfälle;insgesamt;2006;200607;3611;3631;26.57;-0.55;3289
Verkehrsunfälle;insgesamt;2006;200608;2993;2965;-17.11;0.94;3292
Verkehrsunfälle;insgesamt;2006;200609;3233;3921;08. Feb;-17.55;3234
Verkehrsunfälle;insgesamt;2006;200610;3286;3503;Jan 64;-6.19;3216
Verkehrsunfälle;insgesamt;2006;200611;3073;3205;-6.48;-4.12;3205
Verkehrsunfälle;insgesamt;2006;200612;3419;3549;Nov 26;-3.66;3194
Verkehrsunfälle;insgesamt;2005;Summe;40723;40064;;Jan 64;
Verkehrsunfälle;insgesamt;2005;200501;2788;2969;-26.48;-6.1;3324
Verkehrsunfälle;insgesamt;2005;200502;3461;2728;24.14;26.87;3385
Verkehrsunfälle;insgesamt;2005;200503;3560;3271;Feb 86;Aug 84;3409
Verkehrsunfälle;insgesamt;2005;200504;3320;3183;-6.74;04. Mrz;3420
Verkehrsunfälle;insgesamt;2005;200505;3321;3378;0.03;-1.69;3415
Verkehrsunfälle;insgesamt;2005;200506;3499;3229;Mai 36;Aug 36;3438
Verkehrsunfälle;insgesamt;2005;200507;3631;3760;Mrz 77;-3.43;3427
Verkehrsunfälle;insgesamt;2005;200508;2965;2926;-18.34;Jan 33;3430
Verkehrsunfälle;insgesamt;2005;200509;3921;3663;32.24;07. Apr;3452
Verkehrsunfälle;insgesamt;2005;200510;3503;3716;-10.66;-5.73;3434
Verkehrsunfälle;insgesamt;2005;200511;3205;3449;-8.51;-7.07;3414
Verkehrsunfälle;insgesamt;2005;200512;3549;3792;Okt 73;-6.41;3394
Verkehrsunfälle;insgesamt;2004;Summe;40064;38635;;03. Jul;
Verkehrsunfälle;insgesamt;2004;200401;2969;3073;-15.82;-3.38;3211
Verkehrsunfälle;insgesamt;2004;200402;2728;2968;-8.12;-8.09;3191
Verkehrsunfälle;insgesamt;2004;200403;3271;3060;19. Sep;06. Sep;3209
Verkehrsunfälle;insgesamt;2004;200404;3183;3106;-2.69;Feb 48;3215
Verkehrsunfälle;insgesamt;2004;200405;3378;3255;Jun 13;Mrz 78;3225
Verkehrsunfälle;insgesamt;2004;200406;3229;3139;-4.41;Feb 87;3233
Verkehrsunfälle;insgesamt;2004;200407;3760;3321;16.44;13.22;3269
Verkehrsunfälle;insgesamt;2004;200408;2926;2837;-22.18;Mrz 14;3277
Verkehrsunfälle;insgesamt;2004;200409;3663;3393;25.19;Jul 96;3299
Verkehrsunfälle;insgesamt;2004;200410;3716;3631;Jan 45;Feb 34;3306
Verkehrsunfälle;insgesamt;2004;200411;3449;3325;-7.19;Mrz 73;3317
Verkehrsunfälle;insgesamt;2004;200412;3792;3527;Sep 94;Jul 51;3339
Verkehrsunfälle;insgesamt;2003;Summe;38635;40608;;-4.86;
Verkehrsunfälle;insgesamt;2003;200301;3073;3063;Jan 65;0.33;3385
Verkehrsunfälle;insgesamt;2003;200302;2968;2892;-3.42;Feb 63;3391
Verkehrsunfälle;insgesamt;2003;200303;3060;3380;03. Jan;-9.47;3365
Verkehrsunfälle;insgesamt;2003;200304;3106;3142;01. Mai;-1.15;3362
Verkehrsunfälle;insgesamt;2003;200305;3255;3731;04. Aug;-12.76;3322
Verkehrsunfälle;insgesamt;2003;200306;3139;3586;-3.56;-12.47;3285
Verkehrsunfälle;insgesamt;2003;200307;3321;3960;05. Aug;-16.14;3231
Verkehrsunfälle;insgesamt;2003;200308;2837;3007;-14.57;-5.65;3217
Verkehrsunfälle;insgesamt;2003;200309;3393;3436;19. Jun;-1.25;3214
Verkehrsunfälle;insgesamt;2003;200310;3631;3859;07. Jan;-5.91;3195
Verkehrsunfälle;insgesamt;2003;200311;3325;3529;-8.43;-5.78;3178
Verkehrsunfälle;insgesamt;2003;200312;3527;3023;06. Aug;16.67;3220
Verkehrsunfälle;insgesamt;2002;Summe;40608;45713;;-11.17;
Verkehrsunfälle;insgesamt;2002;200201;3063;3348;-23.21;-8.51;3786
Verkehrsunfälle;insgesamt;2002;200202;2892;3148;-5.58;-8.13;3764
Verkehrsunfälle;insgesamt;2002;200203;3380;3970;16.87;-14.86;3715
Verkehrsunfälle;insgesamt;2002;200204;3142;3565;-7.04;-11.87;3680
Verkehrsunfälle;insgesamt;2002;200205;3731;4128;18.75;-9.62;3647
Verkehrsunfälle;insgesamt;2002;200206;3586;3715;-3.89;-3.47;3636
Verkehrsunfälle;insgesamt;2002;200207;3960;4288;Okt 43;-7.65;3609
Verkehrsunfälle;insgesamt;2002;200208;3007;3351;-24.07;-10.27;3580
Verkehrsunfälle;insgesamt;2002;200209;3436;3939;14.27;-12.77;3538
Verkehrsunfälle;insgesamt;2002;200210;3859;4250;Dez 31;-9.2;3506
Verkehrsunfälle;insgesamt;2002;200211;3529;4022;-8.55;-12.26;3465
Verkehrsunfälle;insgesamt;2002;200212;3023;3989;-14.34;-24.22;3384
Verkehrsunfälle;insgesamt;2001;Summe;45713;44494;;Feb 74;
Verkehrsunfälle;insgesamt;2001;200101;3348;3448;-11.64;-2.9;3700
Verkehrsunfälle;insgesamt;2001;200102;3148;3181;-5.97;-1.04;3697
Verkehrsunfälle;insgesamt;2001;200103;3970;3783;26. Nov;Apr 94;3712
Verkehrsunfälle;insgesamt;2001;200104;3565;3317;-10.2;Jul 48;3733
Verkehrsunfälle;insgesamt;2001;200105;4128;4123;15.79;0.12;3733
Verkehrsunfälle;insgesamt;2001;200106;3715;3329;-10;11. Jun;3766
Verkehrsunfälle;insgesamt;2001;200107;4288;4282;15.42;0.14;3766
Verkehrsunfälle;insgesamt;2001;200108;3351;3387;-21.85;-1.06;3763
Verkehrsunfälle;insgesamt;2001;200109;3939;3807;17.55;Mrz 47;3774
